hour,start_station_id,end_station_id,trip_count
2025-11-30T23:00:00,JC020,JC104,1
2025-11-30T23:00:00,JC099,JC095,1
2025-12-01T00:00:00,HB106,HB502,1
2025-12-01T00:00:00,HB202,HB201,1
2025-12-01T00:00:00,HB602,HB502,1
2025-12-01T00:00:00,HB612,JC110,1
2025-12-01T00:00:00,JC013,JC078,1
2025-12-01T00:00:00,JC023,JC117,1
2025-12-01T00:00:00,JC032,JC075,1
2025-12-01T00:00:00,JC055,JC019,1
2025-12-01T00:00:00,JC055,JC094,1
2025-12-01T00:00:00,JC055,JC115,1
2025-12-01T00:00:00,JC109,JC053,1
2025-12-01T00:00:00,JC109,JC121,1
2025-12-01T00:00:00,JC118,JC123,1
2025-12-01T01:00:00,HB305,HB601,1
2025-12-01T01:00:00,HB409,HB408,1
2025-12-01T01:00:00,HB603,HB301,1
2025-12-01T01:00:00,JC032,JC115,1
2025-12-01T01:00:00,JC109,JC055,1
2025-12-01T01:00:00,JC122,JC122,1
2025-12-01T02:00:00,JC014,JC098,1
2025-12-01T02:00:00,JC034,JC034,1
2025-12-01T02:00:00,JC034,JC105,1
2025-12-01T02:00:00,JC098,JC008,1
2025-12-01T03:00:00,HB106,HB202,1
2025-12-01T03:00:00,HB609,HB201,1
2025-12-01T04:00:00,HB201,HB203,1
2025-12-01T04:00:00,HB302,HB401,1
2025-12-01T04:00:00,HB408,HB101,1
2025-12-01T04:00:00,JC020,JC109,1
2025-12-01T04:00:00,JC024,HB611,1
2025-12-01T04:00:00,JC105,HB101,1
2025-12-01T04:00:00,JC115,JC023,1
2025-12-01T04:00:00,JC121,JC109,1
2025-12-01T05:00:00,HB202,HB103,1
2025-12-01T05:00:00,HB203,HB105,1
2025-12-01T05:00:00,HB301,HB106,2
2025-12-01T05:00:00,HB304,HB201,1
2025-12-01T05:00:00,HB304,HB408,1
2025-12-01T05:00:00,HB304,HB409,1
2025-12-01T05:00:00,HB304,HB501,1
2025-12-01T05:00:00,HB304,HB609,1
2025-12-01T05:00:00,HB305,HB101,1
2025-12-01T05:00:00,HB402,HB106,1
2025-12-01T05:00:00,HB404,HB609,1
2025-12-01T05:00:00,HB407,HB401,1
2025-12-01T05:00:00,HB409,HB609,1
2025-12-01T05:00:00,HB501,HB505,1
2025-12-01T05:00:00,HB603,HB103,1
2025-12-01T05:00:00,HB603,HB106,1
2025-12-01T05:00:00,HB611,HB106,1
2025-12-01T05:00:00,JC006,JC115,1
2025-12-01T05:00:00,JC022,JC103,2
2025-12-01T05:00:00,JC027,JC098,1
2025-12-01T05:00:00,JC032,JC002,1
2025-12-01T05:00:00,JC032,JC006,1
