hour,start_station_id,end_station_id,trip_count
2025-10-31T15:00:00,HB611,JC131,1
2025-10-31T23:00:00,HB101,,1
2025-10-31T23:00:00,HB106,JC009,2
2025-10-31T23:00:00,HB301,HB303,1
2025-10-31T23:00:00,HB303,,1
2025-10-31T23:00:00,HB408,HB603,1
2025-10-31T23:00:00,HB505,JC104,1
2025-10-31T23:00:00,HB602,HB301,1
2025-10-31T23:00:00,HB608,HB608,1
2025-10-31T23:00:00,HB611,JC009,3
2025-10-31T23:00:00,JC003,JC099,2
2025-10-31T23:00:00,JC013,HB407,1
2025-10-31T23:00:00,JC019,JC014,1
2025-10-31T23:00:00,JC109,JC131,1
2025-11-01T00:00:00,HB101,HB304,1
2025-11-01T00:00:00,HB101,HB305,1
2025-11-01T00:00:00,HB101,HB407,1
2025-11-01T00:00:00,HB101,HB502,2
2025-11-01T00:00:00,HB101,HB608,1
2025-11-01T00:00:00,HB103,HB302,2
2025-11-01T00:00:00,HB103,HB304,1
2025-11-01T00:00:00,HB103,HB611,1
2025-11-01T00:00:00,HB105,HB202,2
2025-11-01T00:00:00,HB105,JC074,1
2025-11-01T00:00:00,HB105,JC123,1
2025-11-01T00:00:00,HB106,HB201,3
2025-11-01T00:00:00,HB106,HB502,2
2025-11-01T00:00:00,HB201,HB202,2
2025-11-01T00:00:00,HB203,HB202,1
2025-11-01T00:00:00,HB203,HB401,1
2025-11-01T00:00:00,HB203,HB408,1
2025-11-01T00:00:00,HB301,HB502,1
2025-11-01T00:00:00,HB303,HB508,1
2025-11-01T00:00:00,HB305,HB608,1
2025-11-01T00:00:00,HB305,HB611,1
2025-11-01T00:00:00,HB305,HB612,1
2025-11-01T00:00:00,HB401,JC105,2
2025-11-01T00:00:00,HB402,HB402,2
2025-11-01T00:00:00,HB407,HB501,1
2025-11-01T00:00:00,HB409,HB303,1
2025-11-01T00:00:00,HB409,JC022,2
2025-11-01T00:00:00,HB409,JC023,1
2025-11-01T00:00:00,HB501,HB101,1
2025-11-01T00:00:00,HB501,HB203,1
2025-11-01T00:00:00,HB501,HB303,1
2025-11-01T00:00:00,HB501,JC009,1
2025-11-01T00:00:00,HB502,HB105,1
2025-11-01T00:00:00,HB502,HB402,1
2025-11-01T00:00:00,HB602,HB106,1
2025-11-01T00:00:00,HB602,HB508,1
2025-11-01T00:00:00,HB603,HB101,1
2025-11-01T00:00:00,HB603,HB103,1
2025-11-01T00:00:00,HB603,HB304,1
2025-11-01T00:00:00,HB603,HB602,1
2025-11-01T00:00:00,HB603,HB603,2
2025-11-01T00:00:00,HB603,HB608,3
2025-11-01T00:00:00,HB608,HB301,1
2025-11-01T00:00:00,HB608,HB305,1
2025-11-01T00:00:00,HB608,HB611,1
2025-11-01T00:00:00,HB608,JC032,1
2025-11-01T00:00:00,HB609,JC105,2
2025-11-01T00:00:00,HB611,HB103,1
2025-11-01T00:00:00,HB612,HB301,1
2025-11-01T00:00:00,HB612,HB302,1
2025-11-01T00:00:00,HB612,JC008,1
2025-11-01T00:00:00,HB612,JC013,2
2025-11-01T00:00:00,JC003,JC120,1
2025-11-01T00:00:00,JC008,HB101,1
2025-11-01T00:00:00,JC008,HB611,1
2025-11-01T00:00:00,JC008,JC105,1
2025-11-01T00:00:00,JC009,JC027,2
2025-11-01T00:00:00,JC009,JC118,1
2025-11-01T00:00:00,JC014,HB608,1
2025-11-01T00:00:00,JC020,JC103,1
2025-11-01T00:00:00,JC023,JC094,1
2025-11-01T00:00:00,JC027,JC019,1
2025-11-01T00:00:00,JC027,JC034,1
2025-11-01T00:00:00,JC032,JC078,1
2025-11-01T00:00:00,JC032,JC110,1
2025-11-01T00:00:00,JC035,JC013,1
2025-11-01T00:00:00,JC074,JC094,1
2025-11-01T00:00:00,JC080,JC032,1
2025-11-01T00:00:00,JC082,JC009,1
2025-11-01T00:00:00,JC082,JC018,1
2025-11-01T00:00:00,JC103,JC053,1
2025-11-01T00:00:00,JC104,JC020,1
2025-11-01T00:00:00,JC115,JC020,2
2025-11-01T00:00:00,JC115,JC038,1
2025-11-01T00:00:00,JC115,JC116,1
2025-11-01T00:00:00,JC116,JC008,2
2025-11-01T00:00:00,JC118,JC103,1
2025-11-01T01:00:00,HB101,HB303,1
2025-11-01T01:00:00,HB101,HB402,2
2025-11-01T01:00:00,HB101,HB408,2
2025-11-01T01:00:00,HB101,JC024,1
2025-11-01T01:00:00,HB101,JC074,2
2025-11-01T01:00:00,HB103,HB201,1
2025-11-01T01:00:00,HB103,HB202,2
2025-11-01T01:00:00,HB103,HB409,1
2025-11-01T01:00:00,HB103,JC105,1
2025-11-01T01:00:00,HB105,JC093,1
2025-11-01T01:00:00,HB106,HB502,1
2025-11-01T01:00:00,HB106,HB603,1
2025-11-01T01:00:00,HB202,HB602,1
2025-11-01T01:00:00,HB301,HB106,1
2025-11-01T01:00:00,HB301,HB505,1
2025-11-01T01:00:00,HB304,HB106,1
2025-11-01T01:00:00,HB408,HB301,1
2025-11-01T01:00:00,HB409,JC022,1
2025-11-01T01:00:00,HB501,HB407,1
2025-11-01T01:00:00,HB501,HB610,1
2025-11-01T01:00:00,HB502,HB105,1
2025-11-01T01:00:00,HB502,HB610,1
2025-11-01T01:00:00,HB505,HB303,1
2025-11-01T01:00:00,HB603,HB101,1
2025-11-01T01:00:00,HB603,HB603,1
2025-11-01T01:00:00,HB609,HB502,1
2025-11-01T01:00:00,HB609,JC009,1
2025-11-01T01:00:00,HB609,JC105,1
2025-11-01T01:00:00,HB612,HB602,1
2025-11-01T01:00:00,HB612,JC022,1
2025-11-01T01:00:00,HB612,JC059,1
2025-11-01T01:00:00,JC003,JC038,1
2025-11-01T01:00:00,JC006,HB203,1
2025-11-01T01:00:00,JC006,HB602,1
2025-11-01T01:00:00,JC006,JC006,1
2025-11-01T01:00:00,JC006,JC116,1
2025-11-01T01:00:00,JC008,HB301,1
